FIELDTYPE,MODBUSADDRESS,FIELDSIZE,FIELDNAME,VALUE,TYPE,MANDATORY,R/W,SF,UNIT,SERVERID
Fixed,13846,1,ReservedRegister34,,scalefactor,O,R,,,1
Fixed,13847,1,ReservedRegister35,,scalefactor,O,R,,,1
Fixed,13848,1,HPPM_SF,,scalefactor,M,R,,,1
Fixed,13849,1,Humidity_SF,,scalefactor,M,R,,,1
Fixed,13850,1,Volt_SF,,scalefactor,M,R,,,1
Fixed,13851,1,CellVolt_SF,,scalefactor,M,R,,,1
Fixed,13852,1,Tmp_SF,,scalefactor,M,R,,,1
Repeating,13853,1,SegIndex[1],,sint16,M,R,,,1
Repeating,13854,1,SegType[1],,enum16,M,R,,,1
Repeating,13855,1,ArrayIndex[1],,sint16,M,R,,,1
Repeating,13856,2,SegEvent[1],,bitfield32,M,R,,,1
Repeating,13858,2,SegDeviceCommsLost[1],,bitfield32,M,R,,,1
Repeating,13860,1,SegInternalTmp[1],,sint16,M,R,Tmp_SF,C,1
Repeating,13861,1,SegInternalHumidity[1],,sint16,M,R,Humidity_SF,%,1
Repeating,13862,2,SegHvacState[1],,bitfield32,M,R,,,1
Repeating,13864,1,HydrogenPPM[1],,uint16,M,R,HPPM_SF,PPM,1
Repeating,13865,1,CellTmpMax[1],,sint16,M,R,Tmp_SF,C,1
Repeating,13866,1,CellTmpMin[1],,sint16,M,R,Tmp_SF,C,1
Repeating,13867,1,CellTmpAvg[1],,sint16,M,R,Tmp_SF,C,1
Repeating,13868,1,Reserved15[1],,sint16,O,R,,,1
Repeating,13869,1,Reserved16[1],,sint16,O,R,,,1
Repeating,13870,1,Reserved17[1],,sint16,O,R,,,1
Repeating,13871,1,Reserved18[1],,sint16,O,R,,,1
Repeating,13872,1,Reserved19[1],,sint16,O,R,,,1
Repeating,13873,1,Reserved20[1],,sint16,O,R,,,1
Repeating,13874,1,Reserved21[1],,sint16,O,R,,,1
Repeating,13875,1,Reserved22[1],,sint16,O,R,,,1
Repeating,13876,1,Reserved23[1],,sint16,O,R,,,1
Repeating,13877,1,Reserved24[1],,sint16,O,R,,,1
Repeating,13878,1,SegIndex[2],,sint16,M,R,,,1
Repeating,13879,1,SegType[2],,enum16,M,R,,,1
Repeating,13880,1,ArrayIndex[2],,sint16,M,R,,,1
Repeating,13881,2,SegEvent[2],,bitfield32,M,R,,,1
Repeating,13883,2,SegDeviceCommsLost[2],,bitfield32,M,R,,,1
Repeating,13885,1,SegInternalTmp[2],,sint16,M,R,Tmp_SF,C,1
Repeating,13886,1,SegInternalHumidity[2],,sint16,M,R,Humidity_SF,%,1
Repeating,13887,2,SegHvacState[2],,bitfield32,M,R,,,1
Repeating,13889,1,HydrogenPPM[2],,uint16,M,R,HPPM_SF,PPM,1
Repeating,13890,1,CellTmpMax[2],,sint16,M,R,Tmp_SF,C,1
Repeating,13891,1,CellTmpMin[2],,sint16,M,R,Tmp_SF,C,1
Repeating,13892,1,CellTmpAvg[2],,sint16,M,R,Tmp_SF,C,1
Repeating,13893,1,Reserved15[2],,sint16,O,R,,,1
Repeating,13894,1,Reserved16[2],,sint16,O,R,,,1
Repeating,13895,1,Reserved17[2],,sint16,O,R,,,1
Repeating,13896,1,Reserved18[2],,sint16,O,R,,,1
Repeating,13897,1,Reserved19[2],,sint16,O,R,,,1
Repeating,13898,1,Reserved20[2],,sint16,O,R,,,1
Repeating,13899,1,Reserved21[2],,sint16,O,R,,,1
Repeating,13900,1,Reserved22[2],,sint16,O,R,,,1
Repeating,13901,1,Reserved23[2],,sint16,O,R,,,1
Repeating,13902,1,Reserved24[2],,sint16,O,R,,,1
Repeating,13903,1,SegIndex[3],,sint16,M,R,,,1
Repeating,13904,1,SegType[3],,enum16,M,R,,,1
Repeating,13905,1,ArrayIndex[3],,sint16,M,R,,,1
Repeating,13906,2,SegEvent[3],,bitfield32,M,R,,,1
Repeating,13908,2,SegDeviceCommsLost[3],,bitfield32,M,R,,,1
Repeating,13910,1,SegInternalTmp[3],,sint16,M,R,Tmp_SF,C,1
Repeating,13911,1,SegInternalHumidity[3],,sint16,M,R,Humidity_SF,%,1
Repeating,13912,2,SegHvacState[3],,bitfield32,M,R,,,1
Repeating,13914,1,HydrogenPPM[3],,uint16,M,R,HPPM_SF,PPM,1
Repeating,13915,1,CellTmpMax[3],,sint16,M,R,Tmp_SF,C,1
Repeating,13916,1,CellTmpMin[3],,sint16,M,R,Tmp_SF,C,1
Repeating,13917,1,CellTmpAvg[3],,sint16,M,R,Tmp_SF,C,1
Repeating,13918,1,Reserved15[3],,sint16,O,R,,,1
Repeating,13919,1,Reserved16[3],,sint16,O,R,,,1
Repeating,13920,1,Reserved17[3],,sint16,O,R,,,1
Repeating,13921,1,Reserved18[3],,sint16,O,R,,,1
Repeating,13922,1,Reserved19[3],,sint16,O,R,,,1
Repeating,13923,1,Reserved20[3],,sint16,O,R,,,1
Repeating,13924,1,Reserved21[3],,sint16,O,R,,,1
Repeating,13925,1,Reserved22[3],,sint16,O,R,,,1
Repeating,13926,1,Reserved23[3],,sint16,O,R,,,1
Repeating,13927,1,Reserved24[3],,sint16,O,R,,,1
Repeating,13928,1,SegIndex[4],,sint16,M,R,,,1
Repeating,13929,1,SegType[4],,enum16,M,R,,,1
Repeating,13930,1,ArrayIndex[4],,sint16,M,R,,,1
Repeating,13931,2,SegEvent[4],,bitfield32,M,R,,,1
Repeating,13933,2,SegDeviceCommsLost[4],,bitfield32,M,R,,,1
Repeating,13935,1,SegInternalTmp[4],,sint16,M,R,Tmp_SF,C,1
Repeating,13936,1,SegInternalHumidity[4],,sint16,M,R,Humidity_SF,%,1
Repeating,13937,2,SegHvacState[4],,bitfield32,M,R,,,1
Repeating,13939,1,HydrogenPPM[4],,uint16,M,R,HPPM_SF,PPM,1
Repeating,13940,1,CellTmpMax[4],,sint16,M,R,Tmp_SF,C,1
Repeating,13941,1,CellTmpMin[4],,sint16,M,R,Tmp_SF,C,1
Repeating,13942,1,CellTmpAvg[4],,sint16,M,R,Tmp_SF,C,1
Repeating,13943,1,Reserved15[4],,sint16,O,R,,,1
Repeating,13944,1,Reserved16[4],,sint16,O,R,,,1
Repeating,13945,1,Reserved17[4],,sint16,O,R,,,1
Repeating,13946,1,Reserved18[4],,sint16,O,R,,,1
Repeating,13947,1,Reserved19[4],,sint16,O,R,,,1
Repeating,13948,1,Reserved20[4],,sint16,O,R,,,1
Repeating,13949,1,Reserved21[4],,sint16,O,R,,,1
Repeating,13950,1,Reserved22[4],,sint16,O,R,,,1
Repeating,13951,1,Reserved23[4],,sint16,O,R,,,1
Repeating,13952,1,Reserved24[4],,sint16,O,R,,,1
Repeating,13953,1,SegIndex[5],,sint16,M,R,,,1
Repeating,13954,1,SegType[5],,enum16,M,R,,,1
Repeating,13955,1,ArrayIndex[5],,sint16,M,R,,,1
Repeating,13956,2,SegEvent[5],,bitfield32,M,R,,,1
Repeating,13958,2,SegDeviceCommsLost[5],,bitfield32,M,R,,,1
Repeating,13960,1,SegInternalTmp[5],,sint16,M,R,Tmp_SF,C,1
Repeating,13961,1,SegInternalHumidity[5],,sint16,M,R,Humidity_SF,%,1
Repeating,13962,2,SegHvacState[5],,bitfield32,M,R,,,1
Repeating,13964,1,HydrogenPPM[5],,uint16,M,R,HPPM_SF,PPM,1
Repeating,13965,1,CellTmpMax[5],,sint16,M,R,Tmp_SF,C,1
Repeating,13966,1,CellTmpMin[5],,sint16,M,R,Tmp_SF,C,1
Repeating,13967,1,CellTmpAvg[5],,sint16,M,R,Tmp_SF,C,1
Repeating,13968,1,Reserved15[5],,sint16,O,R,,,1
Repeating,13969,1,Reserved16[5],,sint16,O,R,,,1
Repeating,13970,1,Reserved17[5],,sint16,O,R,,,1
Repeating,13971,1,Reserved18[5],,sint16,O,R,,,1
Repeating,13972,1,Reserved19[5],,sint16,O,R,,,1
Repeating,13973,1,Reserved20[5],,sint16,O,R,,,1
Repeating,13974,1,Reserved21[5],,sint16,O,R,,,1
Repeating,13975,1,Reserved22[5],,sint16,O,R,,,1
Repeating,13976,1,Reserved23[5],,sint16,O,R,,,1
Repeating,13977,1,Reserved24[5],,sint16,O,R,,,1
Repeating,13978,1,SegIndex[6],,sint16,M,R,,,1
Repeating,13979,1,SegType[6],,enum16,M,R,,,1
Repeating,13980,1,ArrayIndex[6],,sint16,M,R,,,1
Repeating,13981,2,SegEvent[6],,bitfield32,M,R,,,1
Repeating,13983,2,SegDeviceCommsLost[6],,bitfield32,M,R,,,1
Repeating,13985,1,SegInternalTmp[6],,sint16,M,R,Tmp_SF,C,1
Repeating,13986,1,SegInternalHumidity[6],,sint16,M,R,Humidity_SF,%,1
Repeating,13987,2,SegHvacState[6],,bitfield32,M,R,,,1
Repeating,13989,1,HydrogenPPM[6],,uint16,M,R,HPPM_SF,PPM,1
Repeating,13990,1,CellTmpMax[6],,sint16,M,R,Tmp_SF,C,1
Repeating,13991,1,CellTmpMin[6],,sint16,M,R,Tmp_SF,C,1
Repeating,13992,1,CellTmpAvg[6],,sint16,M,R,Tmp_SF,C,1
Repeating,13993,1,Reserved15[6],,sint16,O,R,,,1
Repeating,13994,1,Reserved16[6],,sint16,O,R,,,1
Repeating,13995,1,Reserved17[6],,sint16,O,R,,,1
Repeating,13996,1,Reserved18[6],,sint16,O,R,,,1
Repeating,13997,1,Reserved19[6],,sint16,O,R,,,1
Repeating,13998,1,Reserved20[6],,sint16,O,R,,,1
Repeating,13999,1,Reserved21[6],,sint16,O,R,,,1
Repeating,14000,1,Reserved22[6],,sint16,O,R,,,1
Repeating,14001,1,Reserved23[6],,sint16,O,R,,,1
Repeating,14002,1,Reserved24[6],,sint16,O,R,,,1
Repeating,14003,1,SegIndex[7],,sint16,M,R,,,1
Repeating,14004,1,SegType[7],,enum16,M,R,,,1
Repeating,14005,1,ArrayIndex[7],,sint16,M,R,,,1
Repeating,14006,2,SegEvent[7],,bitfield32,M,R,,,1
Repeating,14008,2,SegDeviceCommsLost[7],,bitfield32,M,R,,,1
Repeating,14010,1,SegInternalTmp[7],,sint16,M,R,Tmp_SF,C,1
Repeating,14011,1,SegInternalHumidity[7],,sint16,M,R,Humidity_SF,%,1
Repeating,14012,2,SegHvacState[7],,bitfield32,M,R,,,1
Repeating,14014,1,HydrogenPPM[7],,uint16,M,R,HPPM_SF,PPM,1
Repeating,14015,1,CellTmpMax[7],,sint16,M,R,Tmp_SF,C,1
Repeating,14016,1,CellTmpMin[7],,sint16,M,R,Tmp_SF,C,1
Repeating,14017,1,CellTmpAvg[7],,sint16,M,R,Tmp_SF,C,1
Repeating,14018,1,Reserved15[7],,sint16,O,R,,,1
Repeating,14019,1,Reserved16[7],,sint16,O,R,,,1
Repeating,14020,1,Reserved17[7],,sint16,O,R,,,1
Repeating,14021,1,Reserved18[7],,sint16,O,R,,,1
Repeating,14022,1,Reserved19[7],,sint16,O,R,,,1
Repeating,14023,1,Reserved20[7],,sint16,O,R,,,1
Repeating,14024,1,Reserved21[7],,sint16,O,R,,,1
Repeating,14025,1,Reserved22[7],,sint16,O,R,,,1
Repeating,14026,1,Reserved23[7],,sint16,O,R,,,1
Repeating,14027,1,Reserved24[7],,sint16,O,R,,,1
Repeating,14028,1,SegIndex[8],,sint16,M,R,,,1
Repeating,14029,1,SegType[8],,enum16,M,R,,,1
Repeating,14030,1,ArrayIndex[8],,sint16,M,R,,,1
Repeating,14031,2,SegEvent[8],,bitfield32,M,R,,,1
Repeating,14033,2,SegDeviceCommsLost[8],,bitfield32,M,R,,,1
Repeating,14035,1,SegInternalTmp[8],,sint16,M,R,Tmp_SF,C,1
Repeating,14036,1,SegInternalHumidity[8],,sint16,M,R,Humidity_SF,%,1
Repeating,14037,2,SegHvacState[8],,bitfield32,M,R,,,1
Repeating,14039,1,HydrogenPPM[8],,uint16,M,R,HPPM_SF,PPM,1
Repeating,14040,1,CellTmpMax[8],,sint16,M,R,Tmp_SF,C,1
Repeating,14041,1,CellTmpMin[8],,sint16,M,R,Tmp_SF,C,1
Repeating,14042,1,CellTmpAvg[8],,sint16,M,R,Tmp_SF,C,1
Repeating,14043,1,Reserved15[8],,sint16,O,R,,,1
Repeating,14044,1,Reserved16[8],,sint16,O,R,,,1
Repeating,14045,1,Reserved17[8],,sint16,O,R,,,1
Repeating,14046,1,Reserved18[8],,sint16,O,R,,,1
Repeating,14047,1,Reserved19[8],,sint16,O,R,,,1
Repeating,14048,1,Reserved20[8],,sint16,O,R,,,1
Repeating,14049,1,Reserved21[8],,sint16,O,R,,,1
Repeating,14050,1,Reserved22[8],,sint16,O,R,,,1
Repeating,14051,1,Reserved23[8],,sint16,O,R,,,1
Repeating,14052,1,Reserved24[8],,sint16,O,R,,,1
Repeating,14053,1,SegIndex[9],,sint16,M,R,,,1
Repeating,14054,1,SegType[9],,enum16,M,R,,,1
Repeating,14055,1,ArrayIndex[9],,sint16,M,R,,,1
Repeating,14056,2,SegEvent[9],,bitfield32,M,R,,,1
Repeating,14058,2,SegDeviceCommsLost[9],,bitfield32,M,R,,,1
Repeating,14060,1,SegInternalTmp[9],,sint16,M,R,Tmp_SF,C,1
Repeating,14061,1,SegInternalHumidity[9],,sint16,M,R,Humidity_SF,%,1
Repeating,14062,2,SegHvacState[9],,bitfield32,M,R,,,1
Repeating,14064,1,HydrogenPPM[9],,uint16,M,R,HPPM_SF,PPM,1
Repeating,14065,1,CellTmpMax[9],,sint16,M,R,Tmp_SF,C,1
Repeating,14066,1,CellTmpMin[9],,sint16,M,R,Tmp_SF,C,1
Repeating,14067,1,CellTmpAvg[9],,sint16,M,R,Tmp_SF,C,1
Repeating,14068,1,Reserved15[9],,sint16,O,R,,,1
Repeating,14069,1,Reserved16[9],,sint16,O,R,,,1
Repeating,14070,1,Reserved17[9],,sint16,O,R,,,1
Repeating,14071,1,Reserved18[9],,sint16,O,R,,,1
Repeating,14072,1,Reserved19[9],,sint16,O,R,,,1
Repeating,14073,1,Reserved20[9],,sint16,O,R,,,1
Repeating,14074,1,Reserved21[9],,sint16,O,R,,,1
Repeating,14075,1,Reserved22[9],,sint16,O,R,,,1
Repeating,14076,1,Reserved23[9],,sint16,O,R,,,1
Repeating,14077,1,Reserved24[9],,sint16,O,R,,,1
Repeating,14078,1,SegIndex[10],,sint16,M,R,,,1
Repeating,14079,1,SegType[10],,enum16,M,R,,,1
Repeating,14080,1,ArrayIndex[10],,sint16,M,R,,,1
Repeating,14081,2,SegEvent[10],,bitfield32,M,R,,,1
Repeating,14083,2,SegDeviceCommsLost[10],,bitfield32,M,R,,,1
Repeating,14085,1,SegInternalTmp[10],,sint16,M,R,Tmp_SF,C,1
Repeating,14086,1,SegInternalHumidity[10],,sint16,M,R,Humidity_SF,%,1
Repeating,14087,2,SegHvacState[10],,bitfield32,M,R,,,1
Repeating,14089,1,HydrogenPPM[10],,uint16,M,R,HPPM_SF,PPM,1
Repeating,14090,1,CellTmpMax[10],,sint16,M,R,Tmp_SF,C,1
Repeating,14091,1,CellTmpMin[10],,sint16,M,R,Tmp_SF,C,1
Repeating,14092,1,CellTmpAvg[10],,sint16,M,R,Tmp_SF,C,1
Repeating,14093,1,Reserved15[10],,sint16,O,R,,,1
Repeating,14094,1,Reserved16[10],,sint16,O,R,,,1
Repeating,14095,1,Reserved17[10],,sint16,O,R,,,1
Repeating,14096,1,Reserved18[10],,sint16,O,R,,,1
Repeating,14097,1,Reserved19[10],,sint16,O,R,,,1
Repeating,14098,1,Reserved20[10],,sint16,O,R,,,1
Repeating,14099,1,Reserved21[10],,sint16,O,R,,,1
Repeating,14100,1,Reserved22[10],,sint16,O,R,,,1
Repeating,14101,1,Reserved23[10],,sint16,O,R,,,1
Repeating,14102,1,Reserved24[10],,sint16,O,R,,,1
Repeating,14103,1,SegIndex[11],,sint16,M,R,,,1
Repeating,14104,1,SegType[11],,enum16,M,R,,,1
Repeating,14105,1,ArrayIndex[11],,sint16,M,R,,,1
Repeating,14106,2,SegEvent[11],,bitfield32,M,R,,,1
Repeating,14108,2,SegDeviceCommsLost[11],,bitfield32,M,R,,,1
Repeating,14110,1,SegInternalTmp[11],,sint16,M,R,Tmp_SF,C,1
Repeating,14111,1,SegInternalHumidity[11],,sint16,M,R,Humidity_SF,%,1
Repeating,14112,2,SegHvacState[11],,bitfield32,M,R,,,1
Repeating,14114,1,HydrogenPPM[11],,uint16,M,R,HPPM_SF,PPM,1
Repeating,14115,1,CellTmpMax[11],,sint16,M,R,Tmp_SF,C,1
Repeating,14116,1,CellTmpMin[11],,sint16,M,R,Tmp_SF,C,1
Repeating,14117,1,CellTmpAvg[11],,sint16,M,R,Tmp_SF,C,1
Repeating,14118,1,Reserved15[11],,sint16,O,R,,,1
Repeating,14119,1,Reserved16[11],,sint16,O,R,,,1
Repeating,14120,1,Reserved17[11],,sint16,O,R,,,1
Repeating,14121,1,Reserved18[11],,sint16,O,R,,,1
Repeating,14122,1,Reserved19[11],,sint16,O,R,,,1
Repeating,14123,1,Reserved20[11],,sint16,O,R,,,1
Repeating,14124,1,Reserved21[11],,sint16,O,R,,,1
Repeating,14125,1,Reserved22[11],,sint16,O,R,,,1
Repeating,14126,1,Reserved23[11],,sint16,O,R,,,1
Repeating,14127,1,Reserved24[11],,sint16,O,R,,,1
Repeating,14128,1,SegIndex[12],,sint16,M,R,,,1
Repeating,14129,1,SegType[12],,enum16,M,R,,,1
Repeating,14130,1,ArrayIndex[12],,sint16,M,R,,,1
Repeating,14131,2,SegEvent[12],,bitfield32,M,R,,,1
Repeating,14133,2,SegDeviceCommsLost[12],,bitfield32,M,R,,,1
Repeating,14135,1,SegInternalTmp[12],,sint16,M,R,Tmp_SF,C,1
Repeating,14136,1,SegInternalHumidity[12],,sint16,M,R,Humidity_SF,%,1
Repeating,14137,2,SegHvacState[12],,bitfield32,M,R,,,1
Repeating,14139,1,HydrogenPPM[12],,uint16,M,R,HPPM_SF,PPM,1
Repeating,14140,1,CellTmpMax[12],,sint16,M,R,Tmp_SF,C,1
Repeating,14141,1,CellTmpMin[12],,sint16,M,R,Tmp_SF,C,1
Repeating,14142,1,CellTmpAvg[12],,sint16,M,R,Tmp_SF,C,1
Repeating,14143,1,Reserved15[12],,sint16,O,R,,,1
Repeating,14144,1,Reserved16[12],,sint16,O,R,,,1
Repeating,14145,1,Reserved17[12],,sint16,O,R,,,1
Repeating,14146,1,Reserved18[12],,sint16,O,R,,,1
Repeating,14147,1,Reserved19[12],,sint16,O,R,,,1
Repeating,14148,1,Reserved20[12],,sint16,O,R,,,1
Repeating,14149,1,Reserved21[12],,sint16,O,R,,,1
Repeating,14150,1,Reserved22[12],,sint16,O,R,,,1
Repeating,14151,1,Reserved23[12],,sint16,O,R,,,1
Repeating,14152,1,Reserved24[12],,sint16,O,R,,,1
Repeating,14153,1,SegIndex[13],,sint16,M,R,,,1
Repeating,14154,1,SegType[13],,enum16,M,R,,,1
Repeating,14155,1,ArrayIndex[13],,sint16,M,R,,,1
Repeating,14156,2,SegEvent[13],,bitfield32,M,R,,,1
Repeating,14158,2,SegDeviceCommsLost[13],,bitfield32,M,R,,,1
Repeating,14160,1,SegInternalTmp[13],,sint16,M,R,Tmp_SF,C,1
Repeating,14161,1,SegInternalHumidity[13],,sint16,M,R,Humidity_SF,%,1
Repeating,14162,2,SegHvacState[13],,bitfield32,M,R,,,1
Repeating,14164,1,HydrogenPPM[13],,uint16,M,R,HPPM_SF,PPM,1
Repeating,14165,1,CellTmpMax[13],,sint16,M,R,Tmp_SF,C,1
Repeating,14166,1,CellTmpMin[13],,sint16,M,R,Tmp_SF,C,1
Repeating,14167,1,CellTmpAvg[13],,sint16,M,R,Tmp_SF,C,1
Repeating,14168,1,Reserved15[13],,sint16,O,R,,,1
Repeating,14169,1,Reserved16[13],,sint16,O,R,,,1
Repeating,14170,1,Reserved17[13],,sint16,O,R,,,1
Repeating,14171,1,Reserved18[13],,sint16,O,R,,,1
Repeating,14172,1,Reserved19[13],,sint16,O,R,,,1
Repeating,14173,1,Reserved20[13],,sint16,O,R,,,1
Repeating,14174,1,Reserved21[13],,sint16,O,R,,,1
Repeating,14175,1,Reserved22[13],,sint16,O,R,,,1
Repeating,14176,1,Reserved23[13],,sint16,O,R,,,1
Repeating,14177,1,Reserved24[13],,sint16,O,R,,,1
Repeating,14178,1,SegIndex[14],,sint16,M,R,,,1
Repeating,14179,1,SegType[14],,enum16,M,R,,,1
Repeating,14180,1,ArrayIndex[14],,sint16,M,R,,,1
Repeating,14181,2,SegEvent[14],,bitfield32,M,R,,,1
Repeating,14183,2,SegDeviceCommsLost[14],,bitfield32,M,R,,,1
Repeating,14185,1,SegInternalTmp[14],,sint16,M,R,Tmp_SF,C,1
Repeating,14186,1,SegInternalHumidity[14],,sint16,M,R,Humidity_SF,%,1
Repeating,14187,2,SegHvacState[14],,bitfield32,M,R,,,1
Repeating,14189,1,HydrogenPPM[14],,uint16,M,R,HPPM_SF,PPM,1
Repeating,14190,1,CellTmpMax[14],,sint16,M,R,Tmp_SF,C,1
Repeating,14191,1,CellTmpMin[14],,sint16,M,R,Tmp_SF,C,1
Repeating,14192,1,CellTmpAvg[14],,sint16,M,R,Tmp_SF,C,1
Repeating,14193,1,Reserved15[14],,sint16,O,R,,,1
Repeating,14194,1,Reserved16[14],,sint16,O,R,,,1
Repeating,14195,1,Reserved17[14],,sint16,O,R,,,1
Repeating,14196,1,Reserved18[14],,sint16,O,R,,,1
Repeating,14197,1,Reserved19[14],,sint16,O,R,,,1
Repeating,14198,1,Reserved20[14],,sint16,O,R,,,1
Repeating,14199,1,Reserved21[14],,sint16,O,R,,,1
Repeating,14200,1,Reserved22[14],,sint16,O,R,,,1
Repeating,14201,1,Reserved23[14],,sint16,O,R,,,1
Repeating,14202,1,Reserved24[14],,sint16,O,R,,,1
Repeating,14203,1,SegIndex[15],,sint16,M,R,,,1
Repeating,14204,1,SegType[15],,enum16,M,R,,,1
Repeating,14205,1,ArrayIndex[15],,sint16,M,R,,,1
Repeating,14206,2,SegEvent[15],,bitfield32,M,R,,,1
Repeating,14208,2,SegDeviceCommsLost[15],,bitfield32,M,R,,,1
Repeating,14210,1,SegInternalTmp[15],,sint16,M,R,Tmp_SF,C,1
Repeating,14211,1,SegInternalHumidity[15],,sint16,M,R,Humidity_SF,%,1
Repeating,14212,2,SegHvacState[15],,bitfield32,M,R,,,1
Repeating,14214,1,HydrogenPPM[15],,uint16,M,R,HPPM_SF,PPM,1
Repeating,14215,1,CellTmpMax[15],,sint16,M,R,Tmp_SF,C,1
Repeating,14216,1,CellTmpMin[15],,sint16,M,R,Tmp_SF,C,1
Repeating,14217,1,CellTmpAvg[15],,sint16,M,R,Tmp_SF,C,1
Repeating,14218,1,Reserved15[15],,sint16,O,R,,,1
Repeating,14219,1,Reserved16[15],,sint16,O,R,,,1
Repeating,14220,1,Reserved17[15],,sint16,O,R,,,1
Repeating,14221,1,Reserved18[15],,sint16,O,R,,,1
Repeating,14222,1,Reserved19[15],,sint16,O,R,,,1
Repeating,14223,1,Reserved20[15],,sint16,O,R,,,1
Repeating,14224,1,Reserved21[15],,sint16,O,R,,,1
Repeating,14225,1,Reserved22[15],,sint16,O,R,,,1
Repeating,14226,1,Reserved23[15],,sint16,O,R,,,1
Repeating,14227,1,Reserved24[15],,sint16,O,R,,,1
Repeating,14228,1,SegIndex[16],,sint16,M,R,,,1
Repeating,14229,1,SegType[16],,enum16,M,R,,,1
Repeating,14230,1,ArrayIndex[16],,sint16,M,R,,,1
Repeating,14231,2,SegEvent[16],,bitfield32,M,R,,,1
Repeating,14233,2,SegDeviceCommsLost[16],,bitfield32,M,R,,,1
Repeating,14235,1,SegInternalTmp[16],,sint16,M,R,Tmp_SF,C,1
Repeating,14236,1,SegInternalHumidity[16],,sint16,M,R,Humidity_SF,%,1
Repeating,14237,2,SegHvacState[16],,bitfield32,M,R,,,1
Repeating,14239,1,HydrogenPPM[16],,uint16,M,R,HPPM_SF,PPM,1
Repeating,14240,1,CellTmpMax[16],,sint16,M,R,Tmp_SF,C,1
Repeating,14241,1,CellTmpMin[16],,sint16,M,R,Tmp_SF,C,1
Repeating,14242,1,CellTmpAvg[16],,sint16,M,R,Tmp_SF,C,1
Repeating,14243,1,Reserved15[16],,sint16,O,R,,,1
Repeating,14244,1,Reserved16[16],,sint16,O,R,,,1
Repeating,14245,1,Reserved17[16],,sint16,O,R,,,1
Repeating,14246,1,Reserved18[16],,sint16,O,R,,,1
Repeating,14247,1,Reserved19[16],,sint16,O,R,,,1
Repeating,14248,1,Reserved20[16],,sint16,O,R,,,1
Repeating,14249,1,Reserved21[16],,sint16,O,R,,,1
Repeating,14250,1,Reserved22[16],,sint16,O,R,,,1
Repeating,14251,1,Reserved23[16],,sint16,O,R,,,1
Repeating,14252,1,Reserved24[16],,sint16,O,R,,,1
Repeating,14253,1,SegIndex[17],,sint16,M,R,,,1
Repeating,14254,1,SegType[17],,enum16,M,R,,,1
Repeating,14255,1,ArrayIndex[17],,sint16,M,R,,,1
Repeating,14256,2,SegEvent[17],,bitfield32,M,R,,,1
Repeating,14258,2,SegDeviceCommsLost[17],,bitfield32,M,R,,,1
Repeating,14260,1,SegInternalTmp[17],,sint16,M,R,Tmp_SF,C,1
Repeating,14261,1,SegInternalHumidity[17],,sint16,M,R,Humidity_SF,%,1
Repeating,14262,2,SegHvacState[17],,bitfield32,M,R,,,1
Repeating,14264,1,HydrogenPPM[17],,uint16,M,R,HPPM_SF,PPM,1
Repeating,14265,1,CellTmpMax[17],,sint16,M,R,Tmp_SF,C,1
Repeating,14266,1,CellTmpMin[17],,sint16,M,R,Tmp_SF,C,1
Repeating,14267,1,CellTmpAvg[17],,sint16,M,R,Tmp_SF,C,1
Repeating,14268,1,Reserved15[17],,sint16,O,R,,,1
Repeating,14269,1,Reserved16[17],,sint16,O,R,,,1
Repeating,14270,1,Reserved17[17],,sint16,O,R,,,1
Repeating,14271,1,Reserved18[17],,sint16,O,R,,,1
Repeating,14272,1,Reserved19[17],,sint16,O,R,,,1
Repeating,14273,1,Reserved20[17],,sint16,O,R,,,1
Repeating,14274,1,Reserved21[17],,sint16,O,R,,,1
Repeating,14275,1,Reserved22[17],,sint16,O,R,,,1
Repeating,14276,1,Reserved23[17],,sint16,O,R,,,1
Repeating,14277,1,Reserved24[17],,sint16,O,R,,,1
Repeating,14278,1,SegIndex[18],,sint16,M,R,,,1
Repeating,14279,1,SegType[18],,enum16,M,R,,,1
Repeating,14280,1,ArrayIndex[18],,sint16,M,R,,,1
Repeating,14281,2,SegEvent[18],,bitfield32,M,R,,,1
Repeating,14283,2,SegDeviceCommsLost[18],,bitfield32,M,R,,,1
Repeating,14285,1,SegInternalTmp[18],,sint16,M,R,Tmp_SF,C,1
Repeating,14286,1,SegInternalHumidity[18],,sint16,M,R,Humidity_SF,%,1
Repeating,14287,2,SegHvacState[18],,bitfield32,M,R,,,1
Repeating,14289,1,HydrogenPPM[18],,uint16,M,R,HPPM_SF,PPM,1
Repeating,14290,1,CellTmpMax[18],,sint16,M,R,Tmp_SF,C,1
Repeating,14291,1,CellTmpMin[18],,sint16,M,R,Tmp_SF,C,1
Repeating,14292,1,CellTmpAvg[18],,sint16,M,R,Tmp_SF,C,1
Repeating,14293,1,Reserved15[18],,sint16,O,R,,,1
Repeating,14294,1,Reserved16[18],,sint16,O,R,,,1
Repeating,14295,1,Reserved17[18],,sint16,O,R,,,1
Repeating,14296,1,Reserved18[18],,sint16,O,R,,,1
Repeating,14297,1,Reserved19[18],,sint16,O,R,,,1
Repeating,14298,1,Reserved20[18],,sint16,O,R,,,1
Repeating,14299,1,Reserved21[18],,sint16,O,R,,,1
Repeating,14300,1,Reserved22[18],,sint16,O,R,,,1
Repeating,14301,1,Reserved23[18],,sint16,O,R,,,1
